feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,target
1.6374339985321493,0.3033015184149609,-3.4373992246461285,-2.513033430466184,-1.3267261090751759,-0.2856949351208236,-1.449674730043755,0.5467425280389704,-2.6644200551193613,-1.0014565736488015,-0.38193207344886093,2.140077864818198,-3.653167559426489,1.0399224875719943,-0.4032493055738109,-1.449674730043755,-1.2061361405326994,1.0440856693857155,0.9187480116931552,-2.513033430466184,0.2812622641431492,-0.6632879340373729,0.009152961504141632,0.5617262344975844,0.05336305905965376,1
-0.2953213596186928,0.17220797198568544,1.2662970584628588,-0.21176544102612327,-0.25588818427683474,-0.7704477091874306,1.0607195896778452,-1.9804685971497908,-2.2995547649645203,0.3695389498960878,2.274063824574145,-2.4004359294815654,0.7888045621984809,-0.732192510314299,1.5928779193599194,1.0607195896778452,-0.872041495778088,-1.6056703145380493,1.5968707652789236,-0.21176544102612327,-0.5992818951687304,-1.319495450374844,-1.2766895256343322,1.0038271883781025,0.842333438735578,1
-0.7957967544065204,0.42971167842076313,0.18889022382185608,-1.3696091406389825,-1.363766870009622,1.7826202034204846,-1.1606717895645056,-3.4798058256827633,-4.946511179506101,-0.5335633488159626,2.8097287836455034,-1.899541556363568,0.2255797198546169,-0.8324883636494543,1.9741291874448759,-1.1606717895645056,0.43396489242469943,-2.555460838804269,3.033991630293768,-1.3696091406389825,-1.199401933733923,0.29825394681059575,-0.09218812333538695,0.15666332537294975,-0.9400444946516667,1
1.5600461936384138,-0.04903119381479796,0.2141213970740679,1.170931793255331,-0.8198284037056975,-0.04930224437106962,0.6923538356207999,-1.6076249008394723,0.029785659914551225,-0.8046572632141292,-0.42857897434179804,-0.8288797942944158,0.13052139171972776,0.5861371934653619,-0.4782979533290381,0.6923538356207999,-0.14485979258289414,0.07575387531318878,-0.3666935364378648,1.170931793255331,-1.2037950869764231,-0.9347107132946516,-1.2936050970783954,-0.1376043441880019,-0.751480387352205,0
1.2645476795315271,-1.2164032556063074,0.08270048127546628,0.7190115548555249,-0.8203778032616877,2.2114058643510512,0.2605530382671567,-2.9052082521619886,-1.0599925618074166,-0.08826541420107842,0.3128042048123799,-2.6541079438231114,2.30561042010412,-0.3468541890593911,0.579163559809928,0.2605530382671567,1.236224747790713,-0.6583476378675617,0.7680281735937728,0.7190115548555249,0.1144879108273303,0.040958707836611694,0.4457927760784875,1.1460730598492186,-0.554887085151688,2
0.9953726583464821,1.3553594593719906,-4.495847412988702,1.2963285334236447,-2.180559870328185,-1.4088673348266743,-1.6256528690559722,-0.7681837789158494,-1.9070736557696335,1.4910548522169547,1.0530587759525782,2.644352834533388,-0.0929728055991797,-0.4270741405353049,-2.646853207859946,-1.6256528690559722,-0.1475489127502195,3.016130864639715,3.531548498948713,1.2963285334236447,0.5071403143656501,0.9650759163214216,-1.7635948894446072,-0.8145541498969524,1.0774541925376684,2
4.162191306116264,1.12806525738927,-4.931632036016262,-2.4330191551337674,-1.0788026382982643,-0.9980071810314561,-0.9246266717254503,0.5630440243514065,-3.4897679107735615,2.56349986812827,-0.4916731183203811,1.0235683617272135,-4.394158920752442,-0.8169885473418774,-0.35531263967277993,-0.9246266717254503,0.9774696586951773,3.1172975557355627,2.0430029760044492,-2.4330191551337674,-0.49851055770304825,-0.4375646351103787,0.6436577818263592,2.182236251809646,-0.3108824974613336,1
-4.072426073468288,-0.09743587600122332,2.478503403287732,1.8794297530048716,1.1090252835468921,0.4319550304896558,-2.0626060213142035,2.440810014714823,0.2738179440470585,-2.2578367885420474,1.2527844536486512,4.3034032272303815,-3.7216921800651046,1.7204965238902798,-0.8973119675060954,-2.0626060213142035,-0.658045654497332,0.20318548780389145,0.8593990426451842,1.8794297530048716,-0.16518536323624564,-0.4467175102077933,-0.3792238808027332,-0.9582111798274996,0.14554771441521355,1
-1.175028031971547,0.7383787755162603,1.8228085642667602,0.016449288125362838,2.9654797337760037,-0.22449913987633913,-4.084506591908287,2.3257650756764354,2.011539414518284,-0.7501868260821758,-3.104302981665494,1.9625324948935126,-2.765740101165772,0.45055790737889195,-0.5256494785902879,-4.084506591908287,-0.16226653908719363,0.8510155326806239,-1.831834148577814,0.016449288125362838,-0.21674082114234117,0.9796114860267511,-0.3504789460130243,-0.49066651067379774,-0.1278527154375279,1
2.4140926807949414,-1.4702873770021456,-0.45343412941746747,-1.5165416287838807,0.8274684760466631,-0.09731929769235752,-0.4529439093996026,-0.9541765740308283,-0.1308306139598225,0.472129007162078,-1.440293305686077,-0.7576147899574764,-1.260103194059731,-0.40148239406404346,-1.3863877222247725,-0.4529439093996026,0.7527753704831252,0.2812855426522298,-1.0279128091322711,-1.5165416287838807,1.2834779117727177,-0.9748945455248091,-0.38588715578619326,-0.9583950968200511,0.703590068395789,0
-6.442032325946453,-0.6796001255987997,4.978712780787589,2.8119427168673834,-1.444005846425827,1.4043876657184458,-2.3470742527320434,0.8799182634890694,3.0330725471902817,0.20027874186617795,-1.6386190009382129,3.283450829932653,0.695180666517808,-1.7669873806862209,2.247709689119297,-2.3470742527320434,-0.434463513285341,-4.439360236083447,-3.725802871436958,2.8119427168673834,0.37427277785024304,0.5077077299749969,-1.297669625006399,0.6767017802334533,0.10049771035688874,1
2.895098312035138,0.027401074486078467,-5.412585978401325,-3.5275172618304698,-1.5756694926480506,2.461493490733302,-0.5135563762855428,0.981652802614754,-2.267845034862489,-1.770135539636879,-0.7512441991860619,1.5179655979894748,-2.2869583107418743,0.31834121301104534,-0.5200185254478487,-0.5135563762855428,0.43988309538846887,1.8684101998022817,0.8207888806651927,-3.5275172618304698,-0.5945735976214791,0.31481835439196587,1.8707921937461929,-0.9502627551988371,0.5500058476635443,1
-0.8929301313793235,-0.7619331331516591,0.4312920489856572,0.8257242286051163,-2.2792939643869357,-1.6881112218433878,-0.8807051400559107,-1.1240289042512994,-1.1582126638810293,0.724734819367084,-0.06478418940151143,1.4990766246235503,-1.3691878696774813,1.1347225102700484,0.708899555256425,-0.8807051400559107,-0.4452630230855119,-1.5039509254598848,-0.30391049322899377,0.8257242286051163,-0.7796036074268469,-0.27493197323324026,0.33881673632662973,-0.7682620372547131,0.44672160448932663,2
-1.89194399168598,1.2977799736564843,0.9774673507035302,-0.14358342336515684,-1.376978119631829,0.015320129061150838,0.11559389246723184,-0.5449115316557611,2.2637328850107155,0.7276644939459003,-1.1757832206397787,1.853018492619774,1.4097435991874434,1.760403013952633,-1.3248072277966014,0.11559389246723184,-0.9868736969952184,-2.6638575404244382,-3.08897771052833,-0.14358342336515684,-0.9493002904492278,-0.3456631292475352,1.224192048054449,0.7197881396626414,0.1861215488387358,0
1.331603825593876,-0.345725733438269,1.7804479032266902,1.7553827964020052,0.551587656489432,-0.4075652553897338,1.3446890761696841,1.3519612943014665,1.4466131133536908,0.9978783061334139,-1.471765632410431,-0.8725994904705073,-1.7878044367545913,0.39480370488603606,1.7460905851538822,1.3446890761696841,-0.05180496848515553,0.9297992616529029,-1.613728076138535,1.7553827964020052,-0.27717638965289154,-0.04255952929906645,-1.2265600917802617,0.17251437814657672,0.9182751852310772,2
0.515127584291071,-0.26618623231036487,-0.03838131585385963,1.5183015113267126,-0.09143413351790142,-0.42738403565706384,0.054978721230659056,-0.18960450108966453,0.9232564896269021,-0.3328502650017941,-0.2553530796130391,1.2420194864418974,-0.6440593631956291,-0.6610851291537564,-2.1150560913496994,0.054978721230659056,-0.6617258398621126,1.0872950781790207,-0.09833494502579716,1.5183015113267126,-0.059274070376897456,0.02533970925753987,2.0829079546773706,-1.0789663682382167,1.2329112249096041,0
0.5011591028795496,0.3096646130463913,0.12823166577202322,1.687252686302477,-0.337412156020489,1.4701652515498818,0.8458990153661807,-0.3212508230214445,-1.3791146077459866,1.6742149712084669,1.5453506835418338,-0.9194913240211189,-0.38839271691626986,0.06623628294362444,1.0549739361625023,0.8458990153661807,-1.3992095729944753,1.0956649924796547,2.10469915517985,1.687252686302477,0.32125418772928077,1.4221331897839347,0.7708690557239698,0.874222466967075,0.007437093934789983,2
3.2951393271101566,-0.030621131396822827,-0.14090948015673938,0.965929743825638,-1.4523897933106031,-0.4870762148588538,0.8240717020293253,-3.6554256279951316,0.5243723695138718,1.158262295580034,-1.8448032146281665,-2.569562121790231,2.048684938143543,-1.3303308529467035,-0.7750267202045689,0.8240717020293253,-2.2291258960576865,-0.5907598772912322,-1.608195902956528,0.965929743825638,0.9551399377626216,0.9976916362885595,0.9314727151241471,0.4727007973206777,0.6902887016669346,0
-1.291390567788133,-0.2507674246872151,0.3765430327832128,3.811093359417149,-2.070309587185246,1.1463936755391384,-2.0470096771573028,-0.41639134462165367,-0.22428575201554773,-0.11124878102166337,-0.23319173768724966,3.12004999953365,-1.7636732543855045,1.9661042405839342,-0.5087443167600216,-2.0470096771573028,0.20532106755400403,0.7411470258878836,0.8287730127300812,3.811093359417149,1.2986014524343388,1.6774535732655782,0.5730840692956445,-0.12326307398894527,-0.28871064993273793,1
0.8704248158602377,0.44094418719407386,0.4002402749497723,-1.1767918697613933,3.3281525168970263,0.12482258541783234,-2.058413559944878,-1.179076872294397,-0.6996881824422214,0.6579379074831078,0.010917342997343371,-2.9938092494017754,1.6098165815331287,-0.37598232100460655,-0.6008609086970487,-2.058413559944878,1.9439668237751293,0.8471149180888706,1.6386416117528153,-1.1767918697613933,0.58606994501221,-0.001933084623579747,0.598843686632568,0.11477035886251316,-0.7300321716196827,1
1.541313441573843,1.0437035153137089,0.31665965256516504,0.08592835575916974,1.2092673211263358,-1.109073072523648,2.1484842695067945,0.22657904694877662,-0.6037779974894377,-0.6114512672429789,1.403553883862382,-1.8620946670446312,-0.5599893802076464,-1.1936803259791082,0.17020107825350028,2.1484842695067945,0.15747618156846047,1.231086947760068,1.2080967462972556,0.08592835575916974,-0.4424795007631558,-0.33752911888970344,-1.251753473970648,-1.317061443408048,1.0393968795009014,2
-2.324018368439211,1.8625950986011728,0.36210883588217224,-0.5054463534472162,0.15998696890278163,0.3286091919037089,-0.8859265136081532,1.2979848015263453,1.1489915620527789,-0.6061444701602455,-0.06712811833020105,2.8857449221425564,-0.7393309717365539,0.40046445554934346,-1.5210126664526593,-0.8859265136081532,-0.4659203354115733,-0.7665075500354395,-0.9626201035263613,-0.5054463534472162,-0.46402762123490215,-0.2907652121473702,1.9879692001731981,1.2088469285064094,0.9177279274810031,0
1.744714821472318,-0.8344712580041804,-2.1978964329337987,1.0517943702762624,-2.8205792876452103,0.6212263517886641,1.293777084011535,0.19793217378361605,-2.7114328281292,0.1560080121177067,1.4391209442684425,2.2151559162392775,-4.219054598767836,-0.1292813134177646,-0.016373641808085537,1.293777084011535,-0.2981682904513967,1.7096686143810533,1.91923704649585,1.0517943702762624,-0.5596443747348488,0.08139009839931165,0.1662694051617167,-1.1962703819830247,1.9577027539545429,1
1.0071860509299246,1.7170826561431667,-1.6463954759500845,3.0496696833767394,-2.601829237996946,-1.0302654650134766,-1.916869067240902,-2.619382854241258,-1.7780204441367224,-0.08198263771905641,-0.1604948694074122,-0.3580524990219617,1.4055798470548961,-0.185532060784697,0.6832377318562931,-1.916869067240902,-0.5880156870690871,1.1542283202814565,2.324429925953005,3.0496696833767394,-0.8587050585404811,3.037660433041256,0.5503928390660371,1.3860213098861307,0.19156309094203253,2
1.9731110077773906,1.4405148722255117,-3.594999473160211,-5.177643794065788,-0.722675354886954,-0.3322286667531232,-0.6191532846415129,-1.2218678959099425,-4.459035067724665,-2.241389587254008,1.1941531491278603,-0.6203933677103638,-1.7297364870902372,0.8911454606193804,0.08621080201182979,-0.6191532846415129,0.6127998064789755,-0.6133575441063588,1.8384504137477913,-5.177643794065788,0.057247863841577,-0.9362329158799215,-0.07346838110675276,-2.13433448939347,0.2041883404965411,1
